MESA;DEPARTAMENTO;MUNICIPIO;PADRÓN;COMUNIDAD;NOMBRE DEL ESTABLECIMIENTO;UBICACIÓN/DIRECCIÓN
11317;Quetzaltenango;Colomba;207;CEM - NUEVA SANTA ROSA;ESCUELA OFICIAL RURAL MIXTA CASERÍO NUEVA SANTA ROSA;CASERIO NUEVA SANTA ROSA
11318;Quetzaltenango;Colomba;600;CABECERA MUNICIPAL;INSTITUTO MIXTO DE EDUCACIÓN BÁSICA COLOMBA;0 AVENIDA 0-36
11319;Quetzaltenango;Colomba;600;CABECERA MUNICIPAL;INSTITUTO MIXTO DE EDUCACIÓN BÁSICA COLOMBA;0 AVENIDA 0-36
11320;Quetzaltenango;Colomba;600;CABECERA MUNICIPAL;INSTITUTO MIXTO DE EDUCACIÓN BÁSICA COLOMBA;0 AVENIDA 0-36
11321;Quetzaltenango;Colomba;600;CABECERA MUNICIPAL;INSTITUTO MIXTO DE EDUCACIÓN BÁSICA COLOMBA;0 AVENIDA 0-36
11322;Quetzaltenango;Colomba;317;CABECERA MUNICIPAL;INSTITUTO MIXTO DE EDUCACIÓN BÁSICA COLOMBA;0 AVENIDA 0-36
11323;Quetzaltenango;Colomba;316;CABECERA MUNICIPAL;INSTITUTO MIXTO DE EDUCACIÓN BÁSICA COLOMBA;0 AVENIDA 0-36
11324;Quetzaltenango;San Francisco La Unión;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA JUSTO RUFINO BARRIOS SAN;CABECERA MUNICIPAL FRANCISCO LA UNIÓN
11325;Quetzaltenango;San Francisco La Unión;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA JUSTO RUFINO BARRIOS SAN;CABECERA MUNICIPAL FRANCISCO LA UNIÓN
11326;Quetzaltenango;San Francisco La Unión;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA JUSTO RUFINO BARRIOS SAN;CABECERA MUNICIPAL FRANCISCO LA UNIÓN
11327;Quetzaltenango;San Francisco La Unión;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA JUSTO RUFINO BARRIOS SAN;CABECERA MUNICIPAL FRANCISCO LA UNIÓN
11328;Quetzaltenango;San Francisco La Unión;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA JUSTO RUFINO BARRIOS SAN;CABECERA MUNICIPAL FRANCISCO LA UNIÓN
11329;Quetzaltenango;San Francisco La Unión;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA JUSTO RUFINO BARRIOS SAN;CABECERA MUNICIPAL FRANCISCO LA UNIÓN
11330;Quetzaltenango;San Francisco La Unión;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA JUSTO RUFINO BARRIOS SAN;CABECERA MUNICIPAL FRANCISCO LA UNIÓN
11331;Quetzaltenango;San Francisco La Unión;400;CABECERA MUNICIPAL;SALÓN MUNICIPAL SAN FRANCISCO LA UNIÓN;CABECERA MUNICIPAL
11332;Quetzaltenango;San Francisco La Unión;400;CABECERA MUNICIPAL;SALÓN MUNICIPAL SAN FRANCISCO LA UNIÓN;CABECERA MUNICIPAL
11333;Quetzaltenango;San Francisco La Unión;400;CABECERA MUNICIPAL;SALÓN MUNICIPAL SAN FRANCISCO LA UNIÓN;CABECERA MUNICIPAL
11334;Quetzaltenango;San Francisco La Unión;262;CABECERA MUNICIPAL;SALÓN MUNICIPAL SAN FRANCISCO LA UNIÓN;CABECERA MUNICIPAL
11335;Quetzaltenango;San Francisco La Unión;261;CABECERA MUNICIPAL;SALÓN MUNICIPAL SAN FRANCISCO LA UNIÓN;CABECERA MUNICIPAL
11336;Quetzaltenango;San Francisco La Unión;258;CABECERA MUNICIPAL;SALÓN MUNICIPAL SAN FRANCISCO LA UNIÓN;CABECERA MUNICIPAL
11337;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11338;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11339;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11340;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11341;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11342;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11343;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11344;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11345;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11346;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11347;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11348;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11349;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11350;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11351;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11352;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11353;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PARVULOS EL CENTRO;5 AVENIDA 6-65
11354;Quetzaltenango;El Palmar;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PARVULOS EL CENTRO;5 AVENIDA 6-65
11355;Quetzaltenango;El Palmar;287;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PARVULOS EL CENTRO;5 AVENIDA 6-65
11356;Quetzaltenango;El Palmar;287;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PARVULOS EL CENTRO;5 AVENIDA 6-65
11357;Quetzaltenango;El Palmar;380;CEM - NIMINA;ESCUELA OFICIAL RURAL MIXTA;ALDEA NIMINA ALDEA NIMINA
11358;Quetzaltenango;El Palmar;380;CEM - NIMINA;ESCUELA OFICIAL RURAL MIXTA;ALDEA NIMINA ALDEA NIMINA
11359;Quetzaltenango;El Palmar;380;CEM - NIMINA;ESCUELA OFICIAL RURAL MIXTA;ALDEA NIMINA ALDEA NIMINA
11360;Quetzaltenango;El Palmar;317;CEM - NIMINA;ESCUELA OFICIAL RURAL MIXTA;ALDEA NIMINA ALDEA NIMINA
11361;Quetzaltenango;El Palmar;316;CEM - NIMINA;ESCUELA OFICIAL RURAL MIXTA;ALDEA NIMINA ALDEA NIMINA
11362;Quetzaltenango;El Palmar;380;CEM - BELEN;ESCUELA OFICIAL RURAL MIXTA CASERÍO O CANTÓN BELEN;CASERÍO O CANTON BELEN
11363;Quetzaltenango;El Palmar;380;CEM - BELEN;ESCUELA OFICIAL RURAL MIXTA CASERÍO O CANTÓN BELEN;CASERÍO O CANTON BELEN
11364;Quetzaltenango;El Palmar;380;CEM - BELEN;ESCUELA OFICIAL RURAL MIXTA CASERÍO O CANTÓN BELEN;CASERÍO O CANTON BELEN
11365;Quetzaltenango;El Palmar;380;CEM - BELEN;ESCUELA OFICIAL RURAL MIXTA CASERÍO O CANTÓN BELEN;CASERÍO O CANTON BELEN
11366;Quetzaltenango;El Palmar;380;CEM - BELEN;ESCUELA OFICIAL RURAL MIXTA CASERÍO O CANTÓN BELEN;CASERÍO O CANTON BELEN
11367;Quetzaltenango;El Palmar;380;CEM - BELEN;ESCUELA OFICIAL RURAL MIXTA CASERÍO O CANTÓN BELEN;CASERÍO O CANTON BELEN
11368;Quetzaltenango;El Palmar;380;CEM - BELEN;ESCUELA OFICIAL RURAL MIXTA CASERÍO O CANTÓN BELEN;CASERÍO O CANTON BELEN
11369;Quetzaltenango;El Palmar;380;CEM - BELEN;ESCUELA OFICIAL RURAL MIXTA CASERÍO O CANTÓN BELEN;CASERÍO O CANTON BELEN
11370;Quetzaltenango;El Palmar;352;CEM - BELEN;ESCUELA OFICIAL RURAL MIXTA CASERÍO O CANTÓN BELEN;CASERÍO O CANTON BELEN
11371;Quetzaltenango;El Palmar;351;CEM - BELEN;ESCUELA OFICIAL RURAL MIXTA CASERÍO O CANTÓN BELEN;CASERÍO O CANTON BELEN
11372;Quetzaltenango;El Palmar;380;CEM - SAN MARCOS;ESCUELA OFICIAL RURAL MIXTA LOTIFICACIÓN SAN MARCOS;LOTIFICACION SAN MARCOS
11373;Quetzaltenango;El Palmar;380;CEM - SAN MARCOS;ESCUELA OFICIAL RURAL MIXTA LOTIFICACIÓN SAN MARCOS;LOTIFICACION SAN MARCOS
11374;Quetzaltenango;El Palmar;380;CEM - SAN MARCOS;ESCUELA OFICIAL RURAL MIXTA LOTIFICACIÓN SAN MARCOS;LOTIFICACION SAN MARCOS
11375;Quetzaltenango;El Palmar;380;CEM - SAN MARCOS;ESCUELA OFICIAL RURAL MIXTA LOTIFICACIÓN SAN MARCOS;LOTIFICACION SAN MARCOS
11376;Quetzaltenango;El Palmar;380;CEM - SAN MARCOS;ESCUELA OFICIAL RURAL MIXTA LOTIFICACIÓN SAN MARCOS;LOTIFICACION SAN MARCOS
11377;Quetzaltenango;El Palmar;380;CEM - SAN MARCOS;ESCUELA OFICIAL RURAL MIXTA LOTIFICACIÓN SAN MARCOS;LOTIFICACION SAN MARCOS
11378;Quetzaltenango;El Palmar;380;CEM - SAN MARCOS;ESCUELA OFICIAL RURAL MIXTA LOTIFICACIÓN SAN MARCOS;LOTIFICACION SAN MARCOS
11379;Quetzaltenango;El Palmar;380;CEM - SAN MARCOS;ESCUELA OFICIAL RURAL MIXTA LOTIFICACIÓN SAN MARCOS;LOTIFICACION SAN MARCOS
11380;Quetzaltenango;El Palmar;380;CEM - SAN MARCOS;ESCUELA OFICIAL RURAL MIXTA LOTIFICACIÓN SAN MARCOS;LOTIFICACION SAN MARCOS
11381;Quetzaltenango;El Palmar;216;CEM - SAN MARCOS;ESCUELA OFICIAL RURAL MIXTA LOTIFICACIÓN SAN MARCOS;LOTIFICACION SAN MARCOS
11382;Quetzaltenango;El Palmar;216;CEM - SAN MARCOS;ESCUELA OFICIAL RURAL MIXTA LOTIFICACIÓN SAN MARCOS;LOTIFICACION SAN MARCOS
11383;Quetzaltenango;El Palmar;405;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11384;Quetzaltenango;El Palmar;405;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA 25 DE JUNIO EL PALMAR;5 AVENIDA 6-65
11385;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11386;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11387;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11388;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11389;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11390;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11391;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11392;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11393;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11394;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11395;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11396;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11397;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11398;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11399;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11400;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11401;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11402;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11403;Quetzaltenango;Coatepeque;358;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11404;Quetzaltenango;Coatepeque;357;CABECERA MUNICIPAL;INSTITUTO BÁSICO EXPERIMENTAL OCUPACIONAL COATEPEQUE;3 AVENIDA FINAL BARRIO COLOMBITA
11405;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11406;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11407;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11408;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11409;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11410;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11411;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11412;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11413;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11414;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11415;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11416;Quetzaltenango;Coatepeque;255;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11417;Quetzaltenango;Coatepeque;254;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA OSCAR DE LEÓN PALACIOS 1 AVENIDA ENTRE 8 Y;9 CALLE BARRIO COATEPEQUE EL JARDIN
11418;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS RAFAEL ALVAREZ OVALLE;3 AVENIDA 3-01 BARRIO LA BATALLA
11419;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS RAFAEL ALVAREZ OVALLE;3 AVENIDA 3-01 BARRIO LA BATALLA
11420;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS RAFAEL ALVAREZ OVALLE;3 AVENIDA 3-01 BARRIO LA BATALLA
11421;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS RAFAEL ALVAREZ OVALLE;3 AVENIDA 3-01 BARRIO LA BATALLA
11422;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS RAFAEL ALVAREZ OVALLE;3 AVENIDA 3-01 BARRIO LA BATALLA
11423;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS RAFAEL ALVAREZ OVALLE;3 AVENIDA 3-01 BARRIO LA BATALLA
11424;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS RAFAEL ALVAREZ OVALLE;3 AVENIDA 3-01 BARRIO LA BATALLA
11425;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS RAFAEL ALVAREZ OVALLE;3 AVENIDA 3-01 BARRIO LA BATALLA
11426;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS RAFAEL ALVAREZ OVALLE;3 AVENIDA 3-01 BARRIO LA BATALLA
11427;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS RAFAEL ALVAREZ OVALLE;3 AVENIDA 3-01 BARRIO LA BATALLA
11428;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL MANUEL LISANDRO BARILLAS;2 AVENIDA 3-01
11429;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL MANUEL LISANDRO BARILLAS;2 AVENIDA 3-01
11430;Quetzaltenango;Coatepeque;318;CABECERA MUNICIPAL;ESCUELA OFICIAL MANUEL LISANDRO BARILLAS;2 AVENIDA 3-01
11431;Quetzaltenango;Coatepeque;317;CABECERA MUNICIPAL;ESCUELA OFICIAL MANUEL LISANDRO BARILLAS;2 AVENIDA 3-01
11432;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL MANUEL LISANDRO BARILLAS;2 AVENIDA 3-01
11433;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL MANUEL LISANDRO BARILLAS;2 AVENIDA 3-01
11434;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL MANUEL LISANDRO BARILLAS;2 AVENIDA 3-01
11435;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL MANUEL LISANDRO BARILLAS;2 AVENIDA 3-01
11436;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL MANUEL LISANDRO BARILLAS;2 AVENIDA 3-01
11437;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;5 INMEBOC CLAUDIO LEONCIO LOPEZ MALDONADO 5AVENIDA;0-66 BARRIO SAN FRANCISCO
11438;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;5 INMEBOC CLAUDIO LEONCIO LOPEZ MALDONADO 5AVENIDA;0-66 BARRIO SAN FRANCISCO
11439;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;5 INMEBOC CLAUDIO LEONCIO LOPEZ MALDONADO 5AVENIDA;0-66 BARRIO SAN FRANCISCO
11440;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;5 INMEBOC CLAUDIO LEONCIO LOPEZ MALDONADO 5AVENIDA;0-66 BARRIO SAN FRANCISCO
11441;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;5 INMEBOC CLAUDIO LEONCIO LOPEZ MALDONADO 5AVENIDA;0-66 BARRIO SAN FRANCISCO
11442;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;5 INMEBOC CLAUDIO LEONCIO LOPEZ MALDONADO 5AVENIDA;0-66 BARRIO SAN FRANCISCO
11443;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;5 INMEBOC CLAUDIO LEONCIO LOPEZ MALDONADO 5AVENIDA;0-66 BARRIO SAN FRANCISCO
11444;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;5 INMEBOC CLAUDIO LEONCIO LOPEZ MALDONADO 5AVENIDA;0-66 BARRIO SAN FRANCISCO
11445;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;5 INMEBOC CLAUDIO LEONCIO LOPEZ MALDONADO 5AVENIDA;0-66 BARRIO SAN FRANCISCO
11446;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;5 INMEBOC CLAUDIO LEONCIO LOPEZ MALDONADO 5AVENIDA;0-66 BARRIO SAN FRANCISCO
11447;Quetzaltenango;Coatepeque;241;CABECERA MUNICIPAL;5 INMEBOC CLAUDIO LEONCIO LOPEZ MALDONADO 5AVENIDA;0-66 BARRIO SAN FRANCISCO
11448;Quetzaltenango;Coatepeque;241;CABECERA MUNICIPAL;5 INMEBOC CLAUDIO LEONCIO LOPEZ MALDONADO 5AVENIDA;0-66 BARRIO SAN FRANCISCO
11449;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA MIGUEL ÁNGEL ASTURIAS;3 AVENIDA 7- COLONIA MIGUEL ANGEL ASTURIAS
11450;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA MIGUEL ÁNGEL ASTURIAS;3 AVENIDA 7- COLONIA MIGUEL ANGEL ASTURIAS
11451;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA MIGUEL ÁNGEL ASTURIAS;3 AVENIDA 7- COLONIA MIGUEL ANGEL ASTURIAS
11452;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA MIGUEL ÁNGEL ASTURIAS;3 AVENIDA 7- COLONIA MIGUEL ANGEL ASTURIAS
11453;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA MIGUEL ÁNGEL ASTURIAS;3 AVENIDA 7- COLONIA MIGUEL ANGEL ASTURIAS
11454;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA MIGUEL ÁNGEL ASTURIAS;3 AVENIDA 7- COLONIA MIGUEL ANGEL ASTURIAS
11455;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA MIGUEL ÁNGEL ASTURIAS;3 AVENIDA 7- COLONIA MIGUEL ANGEL ASTURIAS
11456;Quetzaltenango;Coatepeque;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA MIGUEL ÁNGEL ASTURIAS;3 AVENIDA 7- COLONIA MIGUEL ANGEL ASTURIAS
11457;Quetzaltenango;Coatepeque;398;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA MIGUEL ÁNGEL ASTURIAS;3 AVENIDA 7- COLONIA MIGUEL ANGEL ASTURIAS
11458;Quetzaltenango;Coatepeque;397;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA MIGUEL ÁNGEL ASTURIAS;3 AVENIDA 7- COLONIA MIGUEL ANGEL ASTURIAS
11459;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;ESCUELA OFICIAL URBANA MIXTA JOSE JOAQUIN PALMA ,;ALDEA NUEVO CHUATUJ NUEVO CHUATUJ
11460;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;ESCUELA OFICIAL URBANA MIXTA JOSE JOAQUIN PALMA ,;ALDEA NUEVO CHUATUJ NUEVO CHUATUJ
11461;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;ESCUELA OFICIAL URBANA MIXTA JOSE JOAQUIN PALMA ,;ALDEA NUEVO CHUATUJ NUEVO CHUATUJ
11462;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;ESCUELA OFICIAL URBANA MIXTA JOSE JOAQUIN PALMA ,;ALDEA NUEVO CHUATUJ NUEVO CHUATUJ
