TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
538,495,92.0074,495,92.0074,0,188002,115439,61.4030

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,PIN,VALOR,MLP,UNE,VICTORIA,ELEFANTE,WINAQ,VAMOS,U R N G - MAIZ,PPN,TODOS,CREO,BIEN,CAMBIO,PHG,PODEMOS,FCN-NACION,VIVA,PR,MI FAMILIA,UR,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
12901,"Retalhuleu",11,"San Andrés Villa Seca",6,1763,380,32,9,0,7,12,12,3,0,0,24,2,10,1,0,9,0,0,2,1,8,0,2,0,1,135,32,19,186,0,186,0,380,194,135,186,186,,1,3b3c299e040821ecdd8c846806cd72d34db6e97b4e85532cf5cc3b4a143db2c1,25/06/2023 22:33:40,ESCANER
12902,"Retalhuleu",11,"San Andrés Villa Seca",6,1763,380,35,4,0,3,11,14,3,0,1,37,0,5,0,2,1,1,0,1,0,7,0,1,2,3,131,35,12,178,0,178,0,380,202,131,178,178,,1,5b84b02c256fe00707274a28ec26bbf188b583cc7758bb550687777e6c9ddb52,25/06/2023 22:00:08,ESCANER
12903,"Retalhuleu",11,"San Andrés Villa Seca",6,1763,380,30,4,0,4,2,10,4,0,0,23,1,9,1,0,4,0,0,2,1,6,0,1,0,2,104,36,23,163,0,163,0,380,217,104,163,163,,1,3f314fc4da4d1cc81052a24270f5eb3d2c1882e8adb42426122d89d7d7d89eaf,25/06/2023 22:51:21,ESCANER
12904,"Retalhuleu",11,"San Andrés Villa Seca",6,1763,294,28,1,3,8,3,5,2,0,0,19,1,11,0,0,4,0,1,2,0,2,2,0,0,7,99,17,5,121,0,121,0,294,173,99,121,121,,1,b9c650b1763769168a0f43e66ea28059c0ccf3eff73ad1f1c90a38ac40a498da,25/06/2023 23:45:49,ESCANER
12905,"Retalhuleu",11,"San Andrés Villa Seca",6,1763,293,26,2,1,2,3,5,1,1,0,33,2,4,0,0,1,1,0,1,0,7,0,0,1,6,97,27,6,130,0,130,0,293,163,97,130,130,,1,a40bb28aefca33cd5e31dce8e53ebe9e67d44f1f863161eafe1600c3bfb24669,25/06/2023 23:19:30,ESCANER
12906,"Retalhuleu",11,"San Andrés Villa Seca",6,1764,380,87,0,0,20,3,50,0,0,0,13,6,10,2,0,0,0,1,2,1,18,0,1,1,1,216,29,19,264,0,264,--,380,116,216,264,264,Algún campo sin dato,1,9809310c65c8d5cce11866cc9d9d6f0540b81afb52126c4efef6b889410aec4a,26/06/2023 03:14:56,ESCANER
12907,"Retalhuleu",11,"San Andrés Villa Seca",6,1764,380,90,2,1,15,8,35,1,0,0,8,6,13,3,1,1,0,0,2,0,11,1,1,0,2,201,33,15,249,0,249,--,371,122,201,249,249,Algún campo sin dato,1,7cc022b0fb32cdcab70e186e4eebc95113d72874a7833048f26c7593be18cc6e,26/06/2023 00:12:29,ESCANER
12908,"Retalhuleu",11,"San Andrés Villa Seca",6,1764,380,76,1,0,25,2,47,0,0,0,6,4,15,2,1,1,0,0,3,0,13,1,0,0,0,197,37,23,257,0,0,--,376,117,197,257,257,Algún campo sin dato,1,9c240d11fd52b6d413d58fc5a083137757d210a44bc60c55a311911f31e7cccf,26/06/2023 00:31:03,ESCANER
12909,"Retalhuleu",11,"San Andrés Villa Seca",6,1764,380,88,2,0,17,5,45,2,0,0,7,1,5,0,0,1,0,0,6,0,11,1,0,0,2,193,52,23,268,0,268,--,380,112,193,268,268,Algún campo sin dato,1,f2bee7609ddfe1a1d890e874a606689bf4572a4d36d88bc2dccd847e39f50d02,26/06/2023 01:40:15,ESCANER
12910,"Retalhuleu",11,"San Andrés Villa Seca",6,1764,380,94,0,0,14,8,33,2,0,2,8,4,9,2,0,1,0,0,1,0,9,1,1,2,5,196,23,22,241,0,241,--,380,139,196,241,241,Algún campo sin dato,1,e391cdfc21cd26f725ec062e6d3512dc52bdf97020a2c483f59166739aad83f3,26/06/2023 00:10:51,ESCANER
12911,"Retalhuleu",11,"San Andrés Villa Seca",6,1764,380,76,0,0,10,4,39,1,1,2,4,0,4,2,2,0,1,1,1,0,12,0,1,0,2,163,42,14,219,0,219,--,380,161,163,219,219,Algún campo sin dato,1,42da335768f1ee482dbfa4c543159e2ff6b5d68ae1708374dd534b4b3a7aed2f,26/06/2023 03:12:08,ESCANER
12912,"Retalhuleu",11,"San Andrés Villa Seca",6,1764,351,91,0,0,18,6,31,1,0,0,7,3,4,2,0,0,0,0,3,1,10,1,0,0,5,183,14,5,202,0,202,--,351,149,183,202,202,Algún campo sin dato,1,3d36c003d67da152f91d012f3266ca884ad6806b83367d611c8b4ac78b920852,26/06/2023 01:18:47,ESCANER
12913,"Retalhuleu",11,"San Andrés Villa Seca",6,1764,350,99,0,0,9,4,38,1,0,0,6,1,4,2,0,0,0,0,2,0,6,0,0,0,4,176,16,11,203,0,203,--,350,147,176,203,203,Algún campo sin dato,1,13c9f4c63ac6ab2c0ba257dca27b9c075e3dfb01c16c6c01c40e01fad8defdc9,26/06/2023 01:16:20,ESCANER
12914,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,39,2,2,5,6,8,3,1,0,56,1,9,0,1,5,0,0,4,2,8,1,0,1,3,157,42,18,217,0,217,--,380,163,157,217,217,Algún campo sin dato,1,597b90599d4b4b87c4bcd67bd14b651510eed7882c2606696561eaa8cc900f05,25/06/2023 22:59:32,ESCANER
12915,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,44,3,0,3,3,14,3,0,0,37,4,4,0,1,1,0,0,1,2,13,0,2,1,1,137,43,35,215,0,215,--,380,165,137,215,215,Algún campo sin dato,1,9ea6b89ddd1b42c6dc55ff774569369a3133f1a58139a6f5d44378b4aeb7f00e,26/06/2023 00:57:29,ESCANER
12916,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,30,3,1,6,2,15,6,2,1,43,3,9,4,0,2,1,0,3,1,15,0,0,0,6,153,46,28,227,0,227,--,380,153,153,227,227,Algún campo sin dato,1,144bc1be135e3be5cd0dc1434492efe07a0b6f19985e4a55881f9149e22797db,26/06/2023 00:08:03,ESCANER
12917,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,46,4,1,9,0,7,4,1,0,49,3,3,1,3,6,0,1,0,0,16,2,0,0,4,160,46,28,234,0,234,--,380,146,160,234,234,Algún campo sin dato,1,06788e0144cfd9281628981837d2faa49f6659b727f4a432409f0b19369ca105,26/06/2023 02:02:17,ESCANER
12918,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,40,4,0,6,1,11,6,0,0,56,2,11,0,0,3,0,0,2,0,13,0,0,0,2,157,44,15,216,0,216,--,380,164,157,216,216,Algún campo sin dato,1,579a949b60be22d6a318bcb634560aaedc865c80250c4a89112e3097fd85e8bb,26/06/2023 01:14:12,ESCANER
12919,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,31,3,0,11,0,14,7,2,2,50,0,3,0,0,2,0,1,1,0,11,0,0,0,5,143,42,32,217,0,217,--,380,163,143,217,217,Algún campo sin dato,1,b00f6dd597175ffb39d4af39c1c8f9e248d21150b4c9f7922d10416f926e567a,26/06/2023 00:40:44,ESCANER
12920,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,48,4,1,11,0,7,6,0,0,25,2,5,2,1,3,0,0,2,0,7,1,2,1,7,135,44,20,199,0,199,--,380,178,135,199,199,Algún campo sin dato,1,b467f9740e116ca154a2dc4628fba5f86909140b7b50c33c8947d2658b21e6ed,26/06/2023 01:17:22,ESCANER
12921,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,37,2,0,5,1,6,1,1,0,44,0,6,3,0,2,0,0,3,0,7,2,2,0,2,124,40,15,179,0,179,--,380,201,124,179,179,Algún campo sin dato,1,7468f6fc75740f9f24168b8963a302232ee531b51a73f80c8883ad9d74c4797b,26/06/2023 01:09:43,ESCANER
12922,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,43,5,0,3,1,9,7,1,1,43,1,2,1,0,3,1,0,6,2,13,1,0,1,3,147,38,21,206,3,209,--,381,172,147,206,209,Algún campo sin dato,1,50da9b9da067754a22f2a08b38b5511b5927620d9ff333c756f8ff82b9a72154,26/06/2023 03:00:46,ESCANER
12923,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,38,2,3,7,1,6,5,0,0,33,3,6,3,1,3,0,0,4,2,17,0,2,1,10,147,29,15,191,0,191,--,380,189,147,191,191,Algún campo sin dato,1,7432d9f19a61d5036d1f36f4e083595de56990d3b7ec4d38b1bf0511370cfb1c,26/06/2023 02:41:00,ESCANER
12924,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,37,4,1,10,4,23,7,2,0,32,1,5,3,0,5,1,0,3,1,5,0,1,0,2,147,34,24,205,--,--,--,380,175,147,205,205,Algún campo sin dato,1,a6a06f9a6a27c1dd43ebcd4f6870709d620a15175285573d0cc90815960441ec,26/06/2023 01:57:29,ESCANER
12925,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,44,4,2,7,1,8,1,0,1,45,2,4,1,0,1,0,0,3,1,3,0,0,3,5,136,48,17,201,0,201,--,380,179,136,201,201,Algún campo sin dato,1,0ea73d358e6d6cfaf30cf7b6115d549f3063398b50ed02d13beceec9cd9d8cd3,26/06/2023 02:16:51,ESCANER
12926,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,30,6,0,11,3,14,8,2,0,23,3,3,1,2,3,0,0,3,2,8,1,0,0,1,124,39,23,186,0,186,--,380,194,124,186,186,Algún campo sin dato,1,63768a9a8f11a69e07bd15ccaf7de5f989922cdf4402a30937bd6a4e7f5cbbcd,26/06/2023 03:17:14,ESCANER
12927,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,43,7,0,7,2,3,2,0,0,34,1,1,1,0,6,0,0,4,2,12,2,0,2,4,133,30,12,175,0,175,--,380,205,133,175,175,Algún campo sin dato,1,3cda43d580ffb38348766e9f71b7116942bd43185dfee727723b16392a89230d,26/06/2023 02:38:18,ESCANER
12928,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,38,3,1,6,5,8,1,0,0,36,2,4,1,1,0,0,0,0,3,7,0,2,0,6,124,36,11,171,0,0,--,380,209,124,171,171,Algún campo sin dato,1,c5a01ebe35a1c2fae075986a9f93429a293d88b15067c2c233f37488171e708b,26/06/2023 02:30:03,ESCANER
12929,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,380,51,6,1,6,2,8,4,0,0,52,0,8,2,1,4,0,0,2,0,8,0,0,0,5,160,26,7,193,1,194,--,380,183,160,193,194,Algún campo sin dato,1,f894b1e7ecf484738cff965a17b40fa9d2d537474874b6755a5d484deb6c6e25,26/06/2023 02:19:45,ESCANER
12930,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,295,30,4,0,8,0,3,3,2,0,48,1,6,0,1,1,0,0,0,10,10,0,0,0,7,134,18,9,161,4,165,--,--,--,134,161,165,Algún campo sin dato,1,362cf9802f33145d26fd8e4f350b5af9f751b7ed42a41086b2cc772b0f1d1fa3,26/06/2023 02:06:34,ESCANER
12931,"Retalhuleu",11,"San Andrés Villa Seca",6,1765,295,33,3,0,3,1,4,2,2,0,31,0,3,0,0,1,0,0,1,1,3,1,1,0,4,94,21,7,122,0,122,0,295,173,94,122,122,,1,bed70786f9b98d3422cb71c90443ed0157cbbf8d333049559c1e3460e4636d3d,26/06/2023 01:51:08,ESCANER
12932,"Retalhuleu",11,"San Andrés Villa Seca",6,1766,380,53,1,0,56,6,37,1,1,0,11,2,2,4,0,2,0,0,0,0,16,1,0,0,3,196,37,24,257,0,257,--,380,123,196,257,257,Algún campo sin dato,1,5c589245f4ee6f1d2fe8621e2071c86890d8c6639a235980db1944166080f56c,26/06/2023 01:26:32,ESCANER
12933,"Retalhuleu",11,"San Andrés Villa Seca",6,1766,380,57,1,0,52,12,32,2,1,0,9,4,3,2,0,0,1,0,2,0,13,0,1,2,3,197,43,16,256,0,256,--,382,126,197,256,256,Algún campo sin dato,1,1f10d9507364dfbef48a0772e91233469451cb000a69bb92dc573f350b1d365b,26/06/2023 02:22:49,ESCANER
12934,"Retalhuleu",11,"San Andrés Villa Seca",6,1766,380,70,1,0,53,3,36,1,0,0,20,3,2,4,1,0,0,0,0,1,12,2,0,0,2,211,58,16,285,0,285,--,380,95,211,285,285,Algún campo sin dato,1,2a3d8c53f68f8d7b6504778b74c4ac439ef5ef2c028ec5a3bc5b3ebfd1a315df,26/06/2023 01:46:14,ESCANER
12935,"Retalhuleu",11,"San Andrés Villa Seca",6,1766,380,70,1,0,48,8,32,1,1,3,5,2,4,0,0,0,0,0,1,1,9,3,0,0,4,193,39,9,241,0,241,--,379,138,193,241,241,Algún campo sin dato,1,0b0a9c74bce1629dfeb6e45377c1f225cdf1bee4176ed6158581075d51cf6346,26/06/2023 03:11:48,ESCANER
12936,"Retalhuleu",11,"San Andrés Villa Seca",6,1766,380,79,3,0,48,8,32,1,1,1,9,1,1,0,0,0,0,0,3,0,19,1,0,0,9,216,26,7,249,0,249,--,380,131,216,249,249,Algún campo sin dato,1,9c4f26acb67402f0a9d315a0d93ddb2ec209d6b41f53df03d009a29cbd0bb70c,26/06/2023 01:03:45,ESCANER
12937,"Retalhuleu",11,"San Andrés Villa Seca",6,1766,219,55,0,0,31,2,25,1,1,0,5,1,1,0,0,0,0,0,2,0,3,2,0,0,3,132,8,4,144,0,144,--,216,72,132,144,144,Algún campo sin dato,1,9d896436aed00471c16e5d11cb171e22afb3feff0dbfff68fa12b19437f0933b,25/06/2023 23:17:02,ESCANER
12938,"Retalhuleu",11,"San Andrés Villa Seca",6,1766,218,65,1,0,30,1,13,0,0,0,11,1,2,1,0,1,0,0,1,0,2,1,0,0,3,133,6,2,141,0,141,--,218,77,133,141,141,Algún campo sin dato,1,53107ef3304bd095be836b4509d3ee6fc4009a406beadad6c82eb02ee3e4aae7,26/06/2023 01:11:06,ESCANER
12939,"Retalhuleu",11,"San Andrés Villa Seca",6,1767,303,110,0,0,17,0,17,2,1,1,13,4,1,2,0,0,0,0,1,0,8,1,1,0,2,181,31,15,227,0,227,--,303,76,181,227,227,Algún campo sin dato,1,a1c1e299904c2816115fc3b848be91485c5aba336d0d59b314f0c55d2024617a,26/06/2023 01:48:59,ESCANER
12940,"Retalhuleu",11,"San Andrés Villa Seca",6,1767,303,122,0,0,9,1,9,3,1,0,8,0,0,0,0,0,1,0,0,0,14,0,0,0,3,171,14,5,190,0,190,--,303,113,171,190,190,Algún campo sin dato,1,a9e23e39f0a2b1d373851ac22c48a41702c27c6a1c0a1f6f641e0224e3de6d4e,26/06/2023 01:55:29,ESCANER
12941,"Retalhuleu",11,"San Andrés Villa Seca",6,1768,380,71,6,1,11,4,30,4,1,1,2,30,3,1,0,4,0,0,2,5,33,0,0,0,0,209,35,14,258,0,258,--,380,122,209,258,258,Algún campo sin dato,1,eba430459a3ae717eb67073b2d38c7d4ac0cccb835205b601e68e913326e773b,26/06/2023 02:17:47,ESCANER
12942,"Retalhuleu",11,"San Andrés Villa Seca",6,1768,379,61,3,1,9,1,24,3,0,1,5,21,1,0,0,1,0,0,0,0,13,1,0,0,0,145,52,0,197,0,197,--,375,178,145,197,197,Algún campo sin dato,1,b1ba152dba219991ae26ccf809a32f0e79b5861767633d10cf9c53c5e5ed2dc2,26/06/2023 02:25:29,ESCANER
12943,"Retalhuleu",11,"San Andrés Villa Seca",6,1768,379,94,3,0,15,0,17,4,0,0,8,23,2,1,0,1,0,1,0,0,27,0,0,0,1,197,27,0,224,0,224,--,379,155,197,224,224,Algún campo sin dato,1,2cb3501d800ed305b1fff0f225774a5bc88333957c28145e0ed5eb0161a195ee,26/06/2023 02:32:52,ESCANER
12944,"Retalhuleu",11,"San Andrés Villa Seca",6,1769,600,20,0,1,7,0,21,5,2,1,14,1,2,0,0,3,0,0,1,0,5,0,0,0,4,87,20,4,111,0,111,--,600,489,87,111,111,Algún campo sin dato,1,820616531c8075bed501c82d5f275ec2b28159716fc5cce0acdb4b31b4e7af75,25/06/2023 22:16:47,ESCANER
12945,"Retalhuleu",11,"San Andrés Villa Seca",6,1769,572,5,0,0,2,2,17,1,1,0,7,1,1,0,0,0,0,0,1,0,1,0,0,1,4,44,5,4,53,0,53,--,570,517,44,53,53,Algún campo sin dato,1,72a8aa30116e2288f26d722faf2c7f6d411fbaed9a325f12418469e162f6e456,25/06/2023 22:41:57,ESCANER
12946,"Retalhuleu",11,"San Andrés Villa Seca",6,1769,572,3,1,0,1,0,4,1,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,1,17,4,3,24,0,24,--,572,548,17,24,24,Algún campo sin dato,1,c01c34ceb6c7f0fcd0d85b6af6bab9543967976c954d94a93765035073e23c2e,25/06/2023 20:40:51,ESCANER
12947,"Retalhuleu",11,"Champerico",7,1770,400,27,2,1,27,9,23,--,5,2,28,8,6,1,--,4,--,--,--,--,71,--,--,1,6,221,19,13,253,0,253,--,400,146,221,253,253,Algún campo sin dato,1,79b99fd784d7e73fc3e49b140702aaa5d7bb30064e18dff2f5851f29a81313be,25/06/2023 22:59:16,ESCANER
12948,"Retalhuleu",11,"Champerico",7,1770,400,36,2,0,32,3,12,4,7,4,29,5,4,0,2,2,0,1,2,0,57,0,0,0,4,206,33,19,258,0,258,--,400,142,206,258,258,Algún campo sin dato,1,243eb92ae0c346b4234a4b0a243574e38178a154c74375907bf76e0d8eef8aae,25/06/2023 23:59:55,ESCANER
12949,"Retalhuleu",11,"Champerico",7,1770,400,33,2,1,25,5,27,0,5,3,36,4,11,0,2,1,0,2,0,0,58,0,0,0,7,222,35,11,268,0,268,--,400,132,222,268,268,Algún campo sin dato,1,d7a378eb1ae4fb88e6d82093fc8eb418b0d82537f9cd3de961d5d95be30978a3,26/06/2023 01:43:57,ESCANER
12950,"Retalhuleu",11,"Champerico",7,1770,400,36,1,3,32,6,12,0,5,2,39,10,6,2,0,1,1,1,0,1,69,0,0,2,3,232,29,19,280,0,280,--,416,136,232,280,280,Algún campo sin dato,1,05eefeb97dc1a104fce693e603a9073adc331c437c093ec5f43d5ba418840c16,26/06/2023 00:43:12,ESCANER
12951,"Retalhuleu",11,"Champerico",7,1770,400,34,0,1,25,10,27,1,3,3,26,10,5,1,4,1,0,0,0,0,79,1,0,0,6,237,26,9,272,0,272,--,400,128,237,272,272,Algún campo sin dato,1,63b89a7f306a2a5149b234abffd890b4154d1a1b03bd34f684bd1ae0df005ed8,25/06/2023 23:52:16,ESCANER
12952,"Retalhuleu",11,"Champerico",7,1770,400,46,2,3,19,11,27,3,13,0,23,11,3,1,2,5,0,1,0,0,78,0,0,1,8,257,22,14,293,0,293,--,400,107,257,293,293,Algún campo sin dato,1,7147719870b944459485e9719f227f46470cd16a1cfb0327841b79c4ebca1860,25/06/2023 23:45:02,ESCANER
12953,"Retalhuleu",11,"Champerico",7,1770,400,32,1,1,22,10,20,0,5,4,37,8,4,1,0,0,0,1,0,0,74,0,0,0,4,224,31,15,270,0,270,--,400,130,224,270,270,Algún campo sin dato,1,6d02c0b2116ecda258496d7487d104a6634a2cf4325e8be7c13dce94e02285a3,26/06/2023 00:56:46,ESCANER
12954,"Retalhuleu",11,"Champerico",7,1770,400,38,0,1,21,9,14,1,8,3,30,8,5,0,0,5,1,0,0,0,56,0,1,1,6,208,31,14,253,0,253,--,401,147,208,253,253,Algún campo sin dato,1,f0de103c01ec060a8777ad0a4ed977a7a33b554193b0d0364fe47429650bd225,26/06/2023 01:04:48,ESCANER
12955,"Retalhuleu",11,"Champerico",7,1770,400,34,1,1,26,2,19,0,8,3,36,11,5,0,0,3,0,0,0,0,48,0,1,0,6,204,29,14,247,0,247,--,400,153,204,247,247,Algún campo sin dato,1,79a1de743f732550e2c3ddb31f316b8ae30cf62865dcb2254b9dce3058336663,26/06/2023 00:50:29,ESCANER
12956,"Retalhuleu",11,"Champerico",7,1771,400,27,0,2,25,6,15,2,11,2,32,6,7,0,0,6,0,0,2,0,62,0,0,0,3,208,25,9,242,1,243,--,400,157,208,242,243,Algún campo sin dato,1,8806bb1e3b1a31857d0c32907fa98034198d5acb8038e7a5ff778c443836c818,26/06/2023 02:39:23,ESCANER
12957,"Retalhuleu",11,"Champerico",7,1771,400,31,1,1,26,9,17,0,5,5,22,6,5,1,1,2,1,0,2,0,62,0,0,1,5,203,30,9,242,0,242,--,400,158,203,242,242,Algún campo sin dato,1,d58fc3de5227f2be5d80be77b42ff13d76ae7d4241ca5e99c0d65c11cc523ac3,26/06/2023 02:56:06,ESCANER
12958,"Retalhuleu",11,"Champerico",7,1771,400,38,1,3,25,2,13,1,3,2,26,8,5,2,1,5,1,0,0,1,78,0,0,1,2,218,28,8,254,0,254,1,400,145,218,254,254,,1,089d23b24d0318126eb715b6895cb5df57a272e697a21b9532a558c68fd241f7,26/06/2023 03:08:12,ESCANER
12959,"Retalhuleu",11,"Champerico",7,1771,400,26,0,1,44,10,18,2,6,4,27,7,6,3,1,2,0,0,1,0,65,1,1,1,5,231,22,16,269,0,269,--,400,131,231,269,269,Algún campo sin dato,1,e31b378c9803f3755d3d420d1811cf21cba1f6ada6964c1e010ea45d119db910,25/06/2023 23:32:13,ESCANER
12960,"Retalhuleu",11,"Champerico",7,1771,400,43,1,0,16,4,20,0,4,2,23,4,4,0,1,4,0,0,0,1,64,1,0,2,7,201,22,9,232,0,232,--,400,168,201,232,232,Algún campo sin dato,1,1a8d68a132dd94be3f5fa16f40f923e72f4c484db3e63f7d4a84fef5330e9eda,26/06/2023 03:19:06,ESCANER
12961,"Retalhuleu",11,"Champerico",7,1771,400,37,0,0,22,9,19,1,7,4,28,7,2,0,1,2,1,0,0,0,58,0,0,1,9,208,22,12,242,0,242,--,400,158,208,242,242,Algún campo sin dato,1,07a748b352812617c795133a780460b5e1035cf90bb06ea9d6efb10c176ca7e2,26/06/2023 03:28:30,ESCANER
12962,"Retalhuleu",11,"Champerico",7,1771,400,40,0,0,23,5,19,0,7,2,18,2,2,1,0,2,0,0,0,0,53,2,0,1,10,187,34,5,226,0,226,--,400,174,187,226,226,Algún campo sin dato,1,d59421269b4e014bcc363dd238fd97594e314d8b687c1c3c736167cf22604b6f,26/06/2023 03:39:28,ESCANER
12963,"Retalhuleu",11,"Champerico",7,1771,392,46,0,1,30,3,16,0,7,2,29,6,4,0,0,7,0,1,1,0,49,1,1,1,18,223,27,6,256,0,256,--,389,133,223,256,256,Algún campo sin dato,1,e19dc22190e6d75611397b9633d7007665373337ae3ea87e4fd8c77978b96d95,26/06/2023 03:52:08,ESCANER
12964,"Retalhuleu",11,"Champerico",7,1771,392,33,0,2,28,7,8,0,6,3,22,5,2,1,0,0,0,1,0,0,43,0,0,2,4,167,13,14,194,0,194,--,389,195,167,194,194,Algún campo sin dato,1,056db521aac7f40505ea234d1c09e57880fead364462e42e5d87459d019ec0be,26/06/2023 03:46:33,ESCANER
12965,"Retalhuleu",11,"Champerico",7,1772,380,36,2,3,28,22,14,1,2,8,15,9,3,0,1,1,0,0,0,2,33,3,2,1,5,191,25,24,240,0,240,0,371,131,191,240,240,,1,cbcd395c062337a5fe410a05dab18202618dff9f751d9a3a073af937af9238ad,26/06/2023 00:35:36,ESCANER
12966,"Retalhuleu",11,"Champerico",7,1772,380,7,1,1,35,17,15,0,4,10,16,38,4,7,2,1,0,1,1,1,40,1,2,0,1,205,27,21,253,0,253,1,380,126,205,253,253,,1,3079d93615e599e7ec5a4ecdb050d5dbc1dfd58e1e2c03cc2916006e2767682f,26/06/2023 01:21:09,ESCANER
12967,"Retalhuleu",11,"Champerico",7,1772,380,35,2,0,36,23,28,0,1,7,26,17,7,2,1,1,0,1,0,1,34,1,0,1,0,224,20,9,253,0,253,--,377,127,224,253,253,Algún campo sin dato,1,6adf11222186c1469a3147759a042111e7d9ea09f1fda48fa77460d9010c4902,26/06/2023 02:37:34,ESCANER
12968,"Retalhuleu",11,"Champerico",7,1772,380,32,2,0,47,22,16,0,3,9,15,14,5,1,0,3,0,0,0,0,43,1,1,0,0,214,29,20,263,0,263,--,379,118,214,263,263,Algún campo sin dato,1,da92ae0b019a6aee2b9e410a0e7168a10c1f0d347f647c088f94eef30f40407d,26/06/2023 02:32:38,ESCANER
12969,"Retalhuleu",11,"Champerico",7,1772,380,35,0,1,32,25,19,0,3,9,17,8,10,0,0,1,0,0,0,0,30,2,1,1,4,198,28,10,236,0,236,--,380,144,198,236,236,Algún campo sin dato,1,17aec0045b1e675b60179f81f503c938b1a0f654ff94bc37350bf933154be161,26/06/2023 02:01:02,ESCANER
12970,"Retalhuleu",11,"Champerico",7,1772,380,24,1,0,32,26,14,0,1,4,12,12,3,0,1,3,0,2,1,0,29,2,0,0,2,169,29,16,214,0,214,--,380,166,169,214,214,Algún campo sin dato,1,4c0022fb9bc355df061bc694cd54fdf7805310598fe88be17cf8dd1844de02c1,25/06/2023 23:38:20,ESCANER
12971,"Retalhuleu",11,"Champerico",7,1772,380,30,0,1,39,31,20,0,4,8,20,11,8,0,1,1,0,2,0,0,37,0,0,0,1,214,27,13,254,0,254,--,379,125,214,254,254,Algún campo sin dato,1,09bbab1420849c8eb6cc69e6b4b225dd45bfa7e032ca8260165a2f96f001222b,26/06/2023 01:35:08,ESCANER
12972,"Retalhuleu",11,"Champerico",7,1772,380,26,3,1,34,27,22,1,2,19,24,11,8,0,0,0,0,1,2,0,26,1,0,0,3,211,26,10,247,6,253,--,380,125,211,247,253,Algún campo sin dato,1,f343e8d5a9238b41b8090a6b12e4e2a406bdb83d1e36842c41cea11317aed237,26/06/2023 01:52:19,ESCANER
12973,"Retalhuleu",11,"Champerico",7,1772,380,31,0,1,39,33,17,1,1,8,19,7,5,0,0,1,0,0,0,3,36,1,0,0,1,204,25,15,244,0,244,--,380,136,204,244,244,Algún campo sin dato,1,a0dda17dc9b118ea1cd68f25e92f11e27ea3afbb79110a1550c3efd437aa10ca,25/06/2023 23:05:14,ESCANER
12974,"Retalhuleu",11,"Champerico",7,1772,380,29,0,1,35,26,18,1,7,9,27,11,7,3,2,3,0,1,0,0,29,2,0,0,0,211,28,11,250,0,250,--,380,130,211,250,250,Algún campo sin dato,1,a0cdeb1f62024e9c290ba3be9286a6ab5bbf7e5ad76f0a2eb72b4108fb480f2f,26/06/2023 01:17:23,ESCANER
12975,"Retalhuleu",11,"Champerico",7,1772,380,33,0,0,43,22,17,0,1,12,17,11,6,0,0,3,0,0,1,1,29,1,0,0,5,202,24,16,242,0,242,--,--,--,202,242,242,Algún campo sin dato,1,88ff2afb2f9a91239f5f288b3d5a393a8ba539b031d00c101febd4974834227e,25/06/2023 23:54:41,ESCANER
